human,mouse,type,unknown
ENSG00000196266,ENSMUSG00000046643,01:01,298143
ENSG00000184155,ENSMUSG00000037924,01:01,298167
ENSG00000132703,ENSMUSG00000026542,01:01,815210
ENSG00000132693,ENSMUSG00000037942,01:01,815207
ENSG00000158716,ENSMUSG00000026544,01:01,897957
ENSG00000158714,ENSMUSG00000053318,01:01,899667
ENSG00000243284,ENSMUSG00000049598,01:01,876190
ENSG00000213085,ENSMUSG00000026546,01:01,594523
ENSG00000158710,ENSMUSG00000026547,01:01,589362
ENSG00000162723,ENSMUSG00000026548,01:01,899662
ENSG00000177807,ENSMUSG00000044708,01:01,917108
ENSG00000143315,ENSMUSG00000050229,01:01,900731
ENSG00000162728,ENSMUSG00000038026,01:01,917113
ENSG00000162729,ENSMUSG00000038034,01:01,909766
ENSG00000018625,ENSMUSG00000007097,01:01,712706
ENSG00000132681,ENSMUSG00000007107,01:01,712717
ENSG00000143318,ENSMUSG00000007122,01:01,935306
ENSG00000162734,ENSMUSG00000013698,01:01,851959
ENSG00000258465,ENSMUSG00000026554,01:01,797853
ENSG00000162735,ENSMUSG00000003464,01:01,540199
ENSG00000122218,ENSMUSG00000026553,01:01,593680
ENSG00000162736,ENSMUSG00000003458,01:01,934745
ENSG00000171786,ENSMUSG00000051251,01:01,308754
ENSG00000162738,ENSMUSG00000026556,01:01,932119
ENSG00000162739,ENSMUSG00000015314,01:01,899666
ENSG00000066294,ENSMUSG00000038147,01:01,899663
ENSG00000117090,ENSMUSG00000015316,01:01,
ENSG00000117091,ENSMUSG00000015355,01:01,899665
ENSG00000026751,ENSMUSG00000038179,01:01,899661
ENSG00000122224,ENSMUSG00000004707,01:01,833275
ENSG00000122223,ENSMUSG00000004709,01:01,
ENSG00000179914,ENSMUSG00000038209,n:1,854989
ENSG00000158764,ENSMUSG00000038209,n:1,
ENSG00000158769,ENSMUSG00000038235,01:01,871242
ENSG00000215845,ENSMUSG00000103711,01:01,731400
ENSG00000158773,ENSMUSG00000026641,01:01,338438
ENSG00000186517,ENSMUSG00000048865,01:01,890129
ENSG00000143217,ENSMUSG00000006411,01:01,596116
ENSG00000162755,ENSMUSG00000045259,01:01,904111
ENSG00000143256,ENSMUSG00000006412,01:01,822383
ENSG00000158793,ENSMUSG00000013997,01:01,806496
ENSG00000158796,ENSMUSG00000013973,01:01,282905
ENSG00000143222,ENSMUSG00000062963,01:01,957690
ENSG00000143258,ENSMUSG00000053483,01:01,599478
ENSG00000143224,ENSMUSG00000062729,01:01,904591
ENSG00000158850,ENSMUSG00000052423,01:01,933521
ENSG00000158859,ENSMUSG00000006403,01:01,600620
ENSG00000158864,ENSMUSG00000013593,01:01,891357
ENSG00000158869,ENSMUSG00000058715,01:01,919811
ENSG00000158874,ENSMUSG00000005681,01:01,838544
ENSG00000158882,ENSMUSG00000005674,01:01,903816
ENSG00000143257,ENSMUSG00000005677,01:01,579098
ENSG00000248485,ENSMUSG00000038370,01:01,880759
ENSG00000158887,ENSMUSG00000056569,01:01,872804
ENSG00000143252,ENSMUSG00000058076,01:01,959615
ENSG00000188931,ENSMUSG00000026649,01:01,894532
ENSG00000143226,ENSMUSG00000059498,01:01,
ENSG00000203747,ENSMUSG00000059089,n:1,601751
ENSG00000244682,ENSMUSG00000026656,n:1,606300
ENSG00000162747,ENSMUSG00000059089,n:1,
ENSG00000072694,ENSMUSG00000026656,n:1,
ENSG00000132185,ENSMUSG00000038421,01:01,862731
ENSG00000162746,ENSMUSG00000070524,01:01,604280
ENSG00000118217,ENSMUSG00000026663,01:01,943818
ENSG00000162745,ENSMUSG00000038463,01:01,933668
ENSG00000198929,ENSMUSG00000038473,01:01,839524
ENSG00000239887,ENSMUSG00000102752,01:01,809311
ENSG00000171722,ENSMUSG00000042800,01:01,873081
ENSG00000198574,ENSMUSG00000073494,1:m,
ENSG00000198574,ENSMUSG00000102418,1:m,889001
ENSG00000152332,ENSMUSG00000026667,01:01,916284
ENSG00000117143,ENSMUSG00000026670,01:01,820740
ENSG00000162733,ENSMUSG00000026674,01:01,915983
ENSG00000132196,ENSMUSG00000026675,01:01,819452
ENSG00000185860,ENSMUSG00000070532,01:01,892491
ENSG00000117152,ENSMUSG00000038530,01:01,854006
ENSG00000143248,ENSMUSG00000026678,01:01,854012
ENSG00000143228,ENSMUSG00000026683,01:01,593963
ENSG00000185630,ENSMUSG00000052534,01:01,941956
ENSG00000162761,ENSMUSG00000026686,01:01,600065
ENSG00000143171,ENSMUSG00000015843,01:01,841284
ENSG00000162763,ENSMUSG00000040485,01:01,598078
ENSG00000143198,ENSMUSG00000026688,01:01,924538
ENSG00000143149,ENSMUSG00000026687,01:01,530737
ENSG00000143183,ENSMUSG00000052428,01:01,537847
ENSG00000143179,ENSMUSG00000026558,01:01,959658
ENSG00000188859,ENSMUSG00000060568,01:01,891816
ENSG00000143157,ENSMUSG00000040596,01:01,707637
ENSG00000152382,ENSMUSG00000026563,01:01,935144
ENSG00000143195,ENSMUSG00000040612,01:01,923052
ENSG00000143194,ENSMUSG00000040629,01:01,840426
ENSG00000143167,ENSMUSG00000000544,01:01,942349
ENSG00000198842,ENSMUSG00000026564,01:01,928576
ENSG00000143190,ENSMUSG00000026565,01:01,603002
ENSG00000198821,ENSMUSG00000005763,01:01,920858
ENSG00000143162,ENSMUSG00000040713,01:01,888950
ENSG00000198771,ENSMUSG00000040723,01:01,599056
ENSG00000197965,ENSMUSG00000026566,01:01,872808
ENSG00000143199,ENSMUSG00000026567,01:01,596383
ENSG00000143158,ENSMUSG00000026568,01:01,891099
ENSG00000143164,ENSMUSG00000026571,01:01,797854
ENSG00000143147,ENSMUSG00000040836,01:01,874731
ENSG00000143155,ENSMUSG00000040843,01:01,943752
ENSG00000213064,ENSMUSG00000040848,01:01,944092
ENSG00000143178,ENSMUSG00000026572,01:01,846753
ENSG00000143185,ENSMUSG00000026573,n:1,
ENSG00000143184,ENSMUSG00000026573,n:1,827852
ENSG00000143196,ENSMUSG00000026574,01:01,903760
ENSG00000143153,ENSMUSG00000026576,01:01,954181
ENSG00000143156,ENSMUSG00000026575,01:01,815076
ENSG00000117475,ENSMUSG00000026577,01:01,868006
ENSG00000117477,ENSMUSG00000026578,01:01,597080
ENSG00000117479,ENSMUSG00000040918,01:01,884934
ENSG00000198734,ENSMUSG00000026579,01:01,938643
ENSG00000174175,ENSMUSG00000026580,01:01,596380
ENSG00000000460,ENSMUSG00000041406,01:01,912834
ENSG00000188404,ENSMUSG00000026581,01:01,601394
ENSG00000007908,ENSMUSG00000026582,01:01,597102
ENSG00000171806,ENSMUSG00000041396,01:01,948401
ENSG00000000457,ENSMUSG00000026584,01:01,922171
ENSG00000075945,ENSMUSG00000026585,01:01,923497
ENSG00000203740,ENSMUSG00000040113,01:01,912317
ENSG00000120370,ENSMUSG00000040124,01:01,950053
ENSG00000116132,ENSMUSG00000026586,01:01,596332
ENSG00000117501,ENSMUSG00000071890,01:01,837105
ENSG00000007933,ENSMUSG00000026691,01:01,533279
ENSG00000094963,ENSMUSG00000040170,01:01,533273
ENSG00000010932,ENSMUSG00000040181,01:01,533275
ENSG00000076258,ENSMUSG00000026692,01:01,533291
ENSG00000117523,ENSMUSG00000040225,01:01,
ENSG00000034971,ENSMUSG00000026697,01:01,599433
ENSG00000117533,ENSMUSG00000026696,01:01,883061
ENSG00000010165,ENSMUSG00000026694,01:01,838876
ENSG00000197959,ENSMUSG00000040265,01:01,896607
ENSG00000135845,ENSMUSG00000026698,01:01,933684
ENSG00000180999,ENSMUSG00000086277,01:01,850886
ENSG00000094975,ENSMUSG00000040297,01:01,934066
ENSG00000117560,ENSMUSG00000000817,01:01,887456
ENSG00000120337,ENSMUSG00000066755,01:01,900528
ENSG00000117586,ENSMUSG00000026700,01:01,901791
ENSG00000117592,ENSMUSG00000026701,01:01,958027
ENSG00000183831,ENSMUSG00000044835,01:01,873817
ENSG00000232113,ENSMUSG00000049160,01:01,829816
ENSG00000076321,ENSMUSG00000026705,01:01,596745
ENSG00000120334,ENSMUSG00000026708,01:01,931894
ENSG00000117593,ENSMUSG00000026709,01:01,913139
ENSG00000185278,ENSMUSG00000043467,01:01,599915
ENSG00000117601,ENSMUSG00000026715,01:01,939750
ENSG00000135870,ENSMUSG00000040423,01:01,858974
ENSG00000152061,ENSMUSG00000026721,01:01,926198
ENSG00000116161,ENSMUSG00000014226,01:01,775902
ENSG00000120333,ENSMUSG00000058267,01:01,957366
ENSG00000120332,ENSMUSG00000026725,01:01,595627
ENSG00000235750,ENSMUSG00000090394,01:01,854639
ENSG00000116147,ENSMUSG00000015829,01:01,597037
ENSG00000143207,ENSMUSG00000040782,01:01,920021
ENSG00000116183,ENSMUSG00000073530,01:01,879589
ENSG00000152092,ENSMUSG00000026587,01:01,849927
ENSG00000198797,ENSMUSG00000004031,01:01,783161
ENSG00000120341,ENSMUSG00000026589,01:01,599064
ENSG00000075391,ENSMUSG00000070565,01:01,891329
ENSG00000240021,ENSMUSG00000026592,01:01,848026
ENSG00000116191,ENSMUSG00000026594,01:01,805131
ENSG00000116194,ENSMUSG00000033544,01:01,603259
ENSG00000116199,ENSMUSG00000033557,01:01,947715
ENSG00000186283,ENSMUSG00000060519,01:01,932104
ENSG00000143322,ENSMUSG00000026596,01:01,291498
ENSG00000057252,ENSMUSG00000026600,01:01,894028
ENSG00000162779,ENSMUSG00000026601,01:01,543264
ENSG00000116218,ENSMUSG00000026602,01:01,596648
ENSG00000162782,ENSMUSG00000060985,01:01,931380
ENSG00000143340,ENSMUSG00000015484,01:01,942001
ENSG00000169905,ENSMUSG00000050565,01:01,887491
ENSG00000143337,ENSMUSG00000026466,01:01,887492
ENSG00000135837,ENSMUSG00000033671,01:01,596742
ENSG00000116260,ENSMUSG00000033684,01:01,951564
ENSG00000121454,ENSMUSG00000026468,01:01,871233
ENSG00000230124,ENSMUSG00000033701,01:01,594495
ENSG00000143324,ENSMUSG00000026469,01:01,920416
ENSG00000135835,ENSMUSG00000033722,01:01,934728
ENSG00000135823,ENSMUSG00000026470,01:01,536085
ENSG00000153029,ENSMUSG00000026471,01:01,787689
ENSG00000162783,ENSMUSG00000056708,01:01,902219
ENSG00000198216,ENSMUSG00000004110,01:01,595934
ENSG00000179930,ENSMUSG00000066797,01:01,826740
ENSG00000135821,ENSMUSG00000026473,01:01,871596
ENSG00000203730,ENSMUSG00000043282,01:01,800363
ENSG00000121446,ENSMUSG00000042641,01:01,830605
ENSG00000135828,ENSMUSG00000066800,01:01,846747
ENSG00000143333,ENSMUSG00000026475,01:01,854003
ENSG00000135824,ENSMUSG00000042671,01:01,854008
ENSG00000135838,ENSMUSG00000042684,01:01,945414
ENSG00000135829,ENSMUSG00000042699,01:01,938775
ENSG00000157060,ENSMUSG00000042708,01:01,953081
ENSG00000135862,ENSMUSG00000026478,01:01,603311
ENSG00000058085,ENSMUSG00000026479,01:01,601060
ENSG00000157064,ENSMUSG00000042751,01:01,961586
ENSG00000116698,ENSMUSG00000042772,01:01,291479
ENSG00000116701,ENSMUSG00000026480,01:01,912333
ENSG00000162704,ENSMUSG00000008475,01:01,738119
ENSG00000143344,ENSMUSG00000026482,01:01,805129
ENSG00000173627,ENSMUSG00000055547,01:01,888678
ENSG00000198756,ENSMUSG00000032649,01:01,949582
ENSG00000198860,ENSMUSG00000014980,01:01,281228
ENSG00000116667,ENSMUSG00000032666,01:01,892497
ENSG00000116406,ENSMUSG00000043019,01:01,722680
ENSG00000121481,ENSMUSG00000026484,01:01,540062
ENSG00000121486,ENSMUSG00000053286,01:01,948022
ENSG00000116668,ENSMUSG00000052748,01:01,933093
ENSG00000116679,ENSMUSG00000023150,01:01,599246
ENSG00000116690,ENSMUSG00000006014,01:01,602719
ENSG00000047410,ENSMUSG00000006005,01:01,593988
ENSG00000157181,ENSMUSG00000006010,01:01,888899
ENSG00000116703,ENSMUSG00000006007,01:01,756980
ENSG00000073756,ENSMUSG00000032487,01:01,596585
ENSG00000116711,ENSMUSG00000056220,01:01,947115
ENSG00000162670,ENSMUSG00000035131,01:01,868482
ENSG00000150681,ENSMUSG00000026357,01:01,854011
ENSG00000253148,ENSMUSG00000098509,01:01,853999
ENSG00000090104,ENSMUSG00000026358,01:01,854004
ENSG00000127074,ENSMUSG00000051079,01:01,854005
ENSG00000116741,ENSMUSG00000026360,01:01,854002
ENSG00000116750,ENSMUSG00000018189,01:01,904537
ENSG00000116747,ENSMUSG00000018199,01:01,782174
ENSG00000023572,ENSMUSG00000018196,01:01,946515
ENSG00000134371,ENSMUSG00000026361,01:01,951970
ENSG00000162630,ENSMUSG00000033849,01:01,543480
ENSG00000162687,ENSMUSG00000052726,01:01,881608
ENSG00000000971,ENSMUSG00000070594,01:01,
ENSG00000116785,ENSMUSG00000033898,01:01,
ENSG00000276911,ENSMUSG00000057037,n:1,604577
ENSG00000244414,ENSMUSG00000057037,n:1,
ENSG00000143278,ENSMUSG00000026368,01:01,596868
ENSG00000066279,ENSMUSG00000033952,01:01,936991
ENSG00000177888,ENSMUSG00000033964,01:01,597982
ENSG00000134376,ENSMUSG00000063681,01:01,596617
ENSG00000203724,ENSMUSG00000079283,01:01,809310
ENSG00000143355,ENSMUSG00000019230,01:01,599705
ENSG00000151414,ENSMUSG00000026393,01:01,595455
ENSG00000151418,ENSMUSG00000026394,01:01,850773
ENSG00000081237,ENSMUSG00000026395,01:01,598005
ENSG00000116833,ENSMUSG00000026398,01:01,579113
ENSG00000162702,ENSMUSG00000041483,01:01,937614
ENSG00000118193,ENSMUSG00000041498,01:01,596223
ENSG00000118197,ENSMUSG00000026404,01:01,594248
ENSG00000118200,ENSMUSG00000041570,01:01,921271
ENSG00000170128,ENSMUSG00000052759,01:01,904587
ENSG00000163362,ENSMUSG00000041605,01:01,931554
ENSG00000116852,ENSMUSG00000041642,01:01,939550
ENSG00000081248,ENSMUSG00000026407,01:01,598114
ENSG00000232237,ENSMUSG00000097918,01:01,779501
ENSG00000116857,ENSMUSG00000026411,01:01,931110
ENSG00000081277,ENSMUSG00000026413,01:01,920196
ENSG00000118194,ENSMUSG00000026414,01:01,596933
ENSG00000159166,ENSMUSG00000041782,01:01,831555
ENSG00000159173,ENSMUSG00000026418,01:01,595337
ENSG00000174307,ENSMUSG00000041801,01:01,902967
ENSG00000159176,ENSMUSG00000026421,01:01,594304
ENSG00000134369,ENSMUSG00000009418,01:01,596771
ENSG00000198700,ENSMUSG00000041879,01:01,931018
ENSG00000198892,ENSMUSG00000041889,01:01,887534
ENSG00000163431,ENSMUSG00000048096,01:01,898955
ENSG00000134375,ENSMUSG00000062580,01:01,827623
ENSG00000176393,ENSMUSG00000041926,01:01,880799
ENSG00000163435,ENSMUSG00000003051,01:01,770023
ENSG00000170075,ENSMUSG00000026424,01:01,943732
ENSG00000143862,ENSMUSG00000026426,01:01,853168
ENSG00000143851,ENSMUSG00000031506,01:01,599446
ENSG00000077152,ENSMUSG00000026429,01:01,595943
ENSG00000077157,ENSMUSG00000073557,01:01,595582
ENSG00000143858,ENSMUSG00000026452,01:01,594812
ENSG00000117139,ENSMUSG00000042207,01:01,782823
ENSG00000183155,ENSMUSG00000042229,01:01,539891
ENSG00000117153,ENSMUSG00000026455,01:01,668521
ENSG00000159346,ENSMUSG00000026457,01:01,752501
ENSG00000159348,ENSMUSG00000026456,01:01,888088
ENSG00000163444,ENSMUSG00000042305,01:01,944680
ENSG00000143847,ENSMUSG00000026458,01:01,594936
ENSG00000122180,ENSMUSG00000026459,01:01,945012
ENSG00000163485,ENSMUSG00000042429,01:01,597130
ENSG00000133055,ENSMUSG00000042451,01:01,596597
ENSG00000133048,ENSMUSG00000064246,01:01,
ENSG00000133063,ENSMUSG00000026450,01:01,855966
ENSG00000159388,ENSMUSG00000020423,01:01,559951
ENSG00000122176,ENSMUSG00000041559,01:01,597696
ENSG00000188783,ENSMUSG00000041577,01:01,597287
ENSG00000188770,ENSMUSG00000010311,01:01,924557
ENSG00000058668,ENSMUSG00000026463,01:01,712712
ENSG00000122188,ENSMUSG00000051998,01:01,871483
ENSG00000058673,ENSMUSG00000102976,n:1,599608
ENSG00000257315,ENSMUSG00000094410,01:01,708410
ENSG00000182004,ENSMUSG00000090553,01:01,885598
ENSG00000143842,ENSMUSG00000070643,01:01,913026
ENSG00000143845,ENSMUSG00000070644,01:01,714394
ENSG00000143839,ENSMUSG00000070645,01:01,768454
ENSG00000170498,ENSMUSG00000102367,01:01,850897
ENSG00000174567,ENSMUSG00000103421,1:m,933889
ENSG00000174567,ENSMUSG00000098306,1:m,
ENSG00000143850,ENSMUSG00000041757,01:01,930834
ENSG00000158615,ENSMUSG00000046062,01:01,883213
ENSG00000133056,ENSMUSG00000026447,01:01,707038
ENSG00000198625,ENSMUSG00000054387,01:01,912637
ENSG00000170382,ENSMUSG00000026443,01:01,595589
ENSG00000163531,ENSMUSG00000026442,01:01,594811
ENSG00000184144,ENSMUSG00000053024,01:01,599919
ENSG00000174529,ENSMUSG00000048174,01:01,910977
ENSG00000117222,ENSMUSG00000026439,01:01,731174
ENSG00000133059,ENSMUSG00000042046,01:01,934803
ENSG00000133069,ENSMUSG00000042066,01:01,928060
ENSG00000163545,ENSMUSG00000009772,01:01,596059
ENSG00000162873,ENSMUSG00000042115,01:01,595223
ENSG00000186007,ENSMUSG00000079330,01:01,804129
ENSG00000117266,ENSMUSG00000026437,01:01,597811
ENSG00000174514,ENSMUSG00000059149,01:01,597541
ENSG00000158711,ENSMUSG00000026436,01:01,929841
ENSG00000158715,ENSMUSG00000026435,01:01,596511
ENSG00000069275,ENSMUSG00000026434,01:01,605499
ENSG00000117280,ENSMUSG00000026433,01:01,565042
ENSG00000133065,ENSMUSG00000013275,01:01,811755
ENSG00000162877,ENSMUSG00000042251,01:01,931563
ENSG00000174502,ENSMUSG00000042268,01:01,827079
ENSG00000276600,ENSMUSG00000052688,01:01,565094
ENSG00000196188,ENSMUSG00000004552,01:01,768455
ENSG00000198049,ENSMUSG00000026432,01:01,920572
ENSG00000196550,ENSMUSG00000055184,n:1,920280
ENSG00000266028,ENSMUSG00000026425,01:01,601590
ENSG00000263528,ENSMUSG00000042349,01:01,861605
ENSG00000266094,ENSMUSG00000026430,01:01,818228
ENSG00000143486,ENSMUSG00000026427,01:01,932424
ENSG00000143479,ENSMUSG00000016526,01:01,596756
ENSG00000162889,ENSMUSG00000016528,01:01,599508
ENSG00000136634,ENSMUSG00000016529,01:01,895898
ENSG00000142224,ENSMUSG00000016524,01:01,858888
ENSG00000162891,ENSMUSG00000026416,01:01,858887
ENSG00000162892,ENSMUSG00000026420,01:01,858889
ENSG00000162894,ENSMUSG00000042474,01:01,882595
ENSG00000162896,ENSMUSG00000026417,01:01,913110
ENSG00000162897,ENSMUSG00000026415,01:01,293597
ENSG00000182795,ENSMUSG00000042510,01:01,873099
ENSG00000123836,ENSMUSG00000101904,1:m,
ENSG00000123836,ENSMUSG00000026409,1:m,759757
ENSG00000180667,ENSMUSG00000046404,01:01,944293
ENSG00000123838,ENSMUSG00000026405,01:01,
ENSG00000196352,ENSMUSG00000026401,1:m,
ENSG00000196352,ENSMUSG00000026399,1:m,602613
ENSG00000117322,ENSMUSG00000026616,01:01,
ENSG00000117335,ENSMUSG00000016493,01:01,602803
ENSG00000174059,ENSMUSG00000016494,01:01,892353
ENSG00000076356,ENSMUSG00000026640,01:01,867368
ENSG00000008118,ENSMUSG00000016179,01:01,595708
ENSG00000196878,ENSMUSG00000026639,01:01,932113
ENSG00000123689,ENSMUSG00000009633,01:01,890649
ENSG00000117594,ENSMUSG00000016194,01:01,566644
ENSG00000009790,ENSMUSG00000037318,01:01,940055
ENSG00000162757,ENSMUSG00000079144,01:01,861582
ENSG00000117595,ENSMUSG00000026638,01:01,861053
ENSG00000117597,ENSMUSG00000016181,01:01,943503
ENSG00000283619,ENSMUSG00000016200,01:01,602768
ENSG00000082497,ENSMUSG00000016262,01:01,904239
ENSG00000054392,ENSMUSG00000037375,01:01,570965
ENSG00000143473,ENSMUSG00000058248,01:01,805914
ENSG00000117625,ENSMUSG00000037395,01:01,952221
ENSG00000082512,ENSMUSG00000026637,01:01,828389
ENSG00000198570,ENSMUSG00000049353,01:01,821049
ENSG00000170385,ENSMUSG00000037434,01:01,893186
ENSG00000117650,ENSMUSG00000026622,01:01,594757
ENSG00000123684,ENSMUSG00000026623,01:01,954271
ENSG00000143493,ENSMUSG00000037461,01:01,902494
ENSG00000143476,ENSMUSG00000037474,01:01,886070
ENSG00000066027,ENSMUSG00000026626,01:01,752246
ENSG00000065600,ENSMUSG00000026627,01:01,284677
ENSG00000117691,ENSMUSG00000037499,01:01,791401
ENSG00000162772,ENSMUSG00000026628,01:01,945628
ENSG00000162771,ENSMUSG00000091017,01:01,293343
ENSG00000123685,ENSMUSG00000026630,01:01,900558
ENSG00000117697,ENSMUSG00000062510,01:01,880426
ENSG00000203705,ENSMUSG00000026632,01:01,922845
ENSG00000185523,ENSMUSG00000057072,01:01,284700
ENSG00000162769,ENSMUSG00000066595,01:01,595982
ENSG00000143494,ENSMUSG00000037568,01:01,543376
ENSG00000174606,ENSMUSG00000026634,01:01,944567
ENSG00000136643,ENSMUSG00000089872,01:01,903876
ENSG00000117707,ENSMUSG00000010175,01:01,292424
ENSG00000143499,ENSMUSG00000026603,01:01,862500
ENSG00000152104,ENSMUSG00000026604,01:01,951010
ENSG00000082482,ENSMUSG00000037624,01:01,824176
ENSG00000136636,ENSMUSG00000026608,01:01,913994
ENSG00000042781,ENSMUSG00000026609,01:01,600454
ENSG00000196482,ENSMUSG00000026610,01:01,579117
ENSG00000092978,ENSMUSG00000039210,01:01,931508
ENSG00000162814,ENSMUSG00000026611,01:01,707198
ENSG00000067533,ENSMUSG00000001305,01:01,841115
ENSG00000092969,ENSMUSG00000039239,01:01,887978
ENSG00000143353,ENSMUSG00000039246,01:01,919749
ENSG00000215817,ENSMUSG00000102976,n:1,
ENSG00000196660,ENSMUSG00000026614,01:01,893196
ENSG00000136628,ENSMUSG00000026615,01:01,928038
ENSG00000162813,ENSMUSG00000026617,01:01,943834
ENSG00000067704,ENSMUSG00000026618,01:01,531127
ENSG00000118873,ENSMUSG00000039318,01:01,886985
ENSG00000162817,ENSMUSG00000039349,01:01,861595
ENSG00000117791,ENSMUSG00000073481,01:01,934303
ENSG00000186205,ENSMUSG00000026621,01:01,934304
ENSG00000136630,ENSMUSG00000039377,01:01,596475
ENSG00000143507,ENSMUSG00000039384,01:01,817834
ENSG00000143512,ENSMUSG00000053461,01:01,553032
ENSG00000143498,ENSMUSG00000072258,01:01,951789
ENSG00000186063,ENSMUSG00000042901,01:01,941977
ENSG00000162819,ENSMUSG00000046836,01:01,922591
ENSG00000154309,ENSMUSG00000030768,01:01,942073
ENSG00000187554,ENSMUSG00000079164,01:01,604069
ENSG00000143502,ENSMUSG00000038576,01:01,600232
ENSG00000178395,ENSMUSG00000043429,01:01,293028
ENSG00000203697,ENSMUSG00000038599,01:01,747403
ENSG00000162909,ENSMUSG00000026509,01:01,747412
ENSG00000143514,ENSMUSG00000026510,01:01,943370
ENSG00000143756,ENSMUSG00000047539,01:01,805353
ENSG00000143753,ENSMUSG00000038633,01:01,
ENSG00000143748,ENSMUSG00000026516,01:01,593949
ENSG00000143771,ENSMUSG00000062169,01:01,879490
ENSG00000162923,ENSMUSG00000038733,01:01,538336
ENSG00000143786,ENSMUSG00000026514,01:01,879501
ENSG00000185842,ENSMUSG00000047369,01:01,574289
ENSG00000143815,ENSMUSG00000004880,01:01,773192
ENSG00000154380,ENSMUSG00000022995,01:01,596799
ENSG00000143742,ENSMUSG00000026511,01:01,742603
ENSG00000143819,ENSMUSG00000038776,01:01,754620
ENSG00000196187,ENSMUSG00000026519,01:01,556875
ENSG00000243709,ENSMUSG00000066652,n:m,899879
ENSG00000243709,ENSMUSG00000038793,n:m,
ENSG00000143768,ENSMUSG00000066652,n:m,
ENSG00000143768,ENSMUSG00000038793,n:m,296361
ENSG00000143751,ENSMUSG00000038806,01:01,536835
ENSG00000163041,ENSMUSG00000016559,n:m,538850
ENSG00000163041,ENSMUSG00000060743,n:m,
ENSG00000182827,ENSMUSG00000026499,01:01,897050
ENSG00000185155,ENSMUSG00000026497,01:01,600582
ENSG00000183814,ENSMUSG00000058729,01:01,835390
ENSG00000143799,ENSMUSG00000026496,01:01,812515
ENSG00000203685,ENSMUSG00000053963,01:01,850904
ENSG00000143772,ENSMUSG00000038855,01:01,896971
ENSG00000143801,ENSMUSG00000010609,01:01,784225
ENSG00000163050,ENSMUSG00000026489,01:01,855839
ENSG00000143776,ENSMUSG00000026490,01:01,599493
ENSG00000143740,ENSMUSG00000009894,01:01,894199
ENSG00000081692,ENSMUSG00000036819,01:01,817565
ENSG00000185888,ENSMUSG00000049291,01:01,606846
ENSG00000143816,ENSMUSG00000000126,01:01,938317
ENSG00000154342,ENSMUSG00000009900,01:01,938302
ENSG00000143761,ENSMUSG00000048076,01:01,853160
ENSG00000143793,ENSMUSG00000020441,01:01,594890
ENSG00000162910,ENSMUSG00000036860,01:01,942556
ENSG00000143774,ENSMUSG00000020444,01:01,921141
ENSG00000198835,ENSMUSG00000043448,01:01,945542
ENSG00000181873,ENSMUSG00000049287,01:01,792808
ENSG00000154370,ENSMUSG00000020455,01:01,556164
ENSG00000162931,ENSMUSG00000036964,01:01,556186
ENSG00000181218,ENSMUSG00000078851,n:m,
ENSG00000181218,ENSMUSG00000071516,n:m,
ENSG00000181218,ENSMUSG00000063021,n:m,
ENSG00000181218,ENSMUSG00000069309,n:m,957748
ENSG00000181218,ENSMUSG00000094248,n:m,
ENSG00000181218,ENSMUSG00000094777,n:m,
ENSG00000181218,ENSMUSG00000069302,n:m,
ENSG00000181218,ENSMUSG00000069301,n:m,
ENSG00000181218,ENSMUSG00000061991,n:m,
ENSG00000181218,ENSMUSG00000069272,n:m,
ENSG00000181218,ENSMUSG00000071478,n:m,
ENSG00000181218,ENSMUSG00000069270,n:m,
ENSG00000181218,ENSMUSG00000061615,n:m,
ENSG00000181218,ENSMUSG00000060081,n:m,
ENSG00000181218,ENSMUSG00000063689,n:m,
ENSG00000181218,ENSMUSG00000068855,n:m,
ENSG00000181218,ENSMUSG00000063954,n:m,
ENSG00000181218,ENSMUSG00000064220,n:m,
ENSG00000181218,ENSMUSG00000060032,n:m,
ENSG00000181218,ENSMUSG00000049932,n:m,
ENSG00000196890,ENSMUSG00000075031,n:1,
ENSG00000168159,ENSMUSG00000020496,01:01,807560
ENSG00000116574,ENSMUSG00000039960,01:01,565005
ENSG00000168118,ENSMUSG00000019478,01:01,565007
ENSG00000154429,ENSMUSG00000031971,01:01,884670
ENSG00000143632,ENSMUSG00000031972,01:01,550407
ENSG00000069248,ENSMUSG00000039509,01:01,894011
ENSG00000135776,ENSMUSG00000031974,01:01,593606
ENSG00000135801,ENSMUSG00000038697,01:01,598156
ENSG00000135763,ENSMUSG00000031976,01:01,776070
ENSG00000143641,ENSMUSG00000092329,1:m,
ENSG00000143641,ENSMUSG00000089704,1:m,771055
ENSG00000177614,ENSMUSG00000050751,01:01,825353
ENSG00000135775,ENSMUSG00000031979,01:01,911462
ENSG00000135744,ENSMUSG00000031980,01:01,838555
ENSG00000135773,ENSMUSG00000031981,01:01,747399
ENSG00000119280,ENSMUSG00000031983,01:01,925123
ENSG00000143643,ENSMUSG00000037300,01:01,938069
ENSG00000173409,ENSMUSG00000031982,01:01,916343
ENSG00000182118,ENSMUSG00000043068,01:01,890292
ENSG00000119283,ENSMUSG00000036913,01:01,556152
ENSG00000143633,ENSMUSG00000031984,01:01,879576
ENSG00000116906,ENSMUSG00000031985,01:01,954485
ENSG00000116903,ENSMUSG00000074030,01:01,945125
ENSG00000010072,ENSMUSG00000031986,01:01,717713
